Key,Stop Name,Latitude,Longitude
3773,Manajibaug,18.5700269,73.8413785
3774,Alegaonkar Shala,18.5690531,73.843376
3775,Khadki Bazar,18.5663818,73.8484706
3776,Excelsior Talkies,18.5645988,73.8508445
3777,Factory Road,18.56254,73.8524177
3778,Methodist Church,18.5584242,73.8549435
3779,Holkar water works,18.556835,73.8593017
3780,Deccan College,18.5486701,73.8713374
3781,UP Hotel,18.5468653,73.874184
3782,Shadawal Baba Darga,18.5443775,73.8779908
3783,Yerawada,18.5447723,73.8823826
3784,Bundgarden,18.5406104,73.8835568
3785,Guruprasad Bungalow,18.5388212,73.8823973
3786,Jehangir Hospital,18.5310133,73.8759433
3787,Alankar Talkies,18.5280409,73.8763252
3788,Income Tax Office,18.5261914,73.8766054
3789,GPO,18.522775,73.8763233
3790,Westend,18.5188535,73.8781282
3791,Bombay Garage,18.5130196,73.8800404
3792,Juna Pul Gate,18.5085683,73.8796784
3793,Mahatma Gandhi Stand,18.5065088,73.8822658
3794,Racecourse,18.5064255,73.8906806
3795,Bhairoba Nala Police Chowky,18.506916,73.8968031
3796,Fatimanagar,18.5066347,73.9018421
3797,Kalubai Mandir Ramtekdi,18.5065928,73.9072055
3798,Ramtekdi,18.5063787,73.9128481
3799,Vaiduwadi,18.5042894,73.9210351
3800,Gurushankar Math,18.5032933,73.9244817
3801,Magarpatta Dawakhana,18.502651,73.9271363
3802,Hadapsargaon,18.5017597,73.9307466
3803,Hadapsar Gadital,18.5004582,73.9387512
3804,Satavwadi,18.4950799,73.9455762
3805,Gondhalenagar,18.4915711,73.9490135
3806,Ganganagar Saswad Road,18.4870248,73.952366
3807,Bhekrainagar,18.4838177,73.9538217
3808,Bhekrainagar,18.4835913,73.9538566
3809,Ganganagar Saswad Road,18.4869892,73.952307
3810,Gondhalenagar,18.4914999,73.9488633
3811,Satavwadi,18.4979225,73.9414385
3812,Hadapsar Gadital,18.500387,73.9385956
3813,Hadapsargaon,18.5015918,73.9306769
3814,Magarpatta Dawakhana,18.5025061,73.9270022
3815,Gurushankar Math,18.5031167,73.9244483
3816,Vaiduwadi,18.5037277,73.9220301
3817,Ramtekdi,18.5062057,73.9127515
3818,Kalubai Mandir Ramtekdi,18.5063461,73.9071894
3819,Fatimanagar,18.5064795,73.9018556
3820,Bhairoba Nala Police Chowky,18.5065933,73.8980133
3821,Racecourse,18.5062933,73.8906645
3822,Mahatma Gandhi Stand,18.506091,73.8820699
3823,Juna Pul Gate,18.5075414,73.8792774
3824,Bombay Garage,18.5129789,73.8799009
3825,Westend,18.5187213,73.8780879
3826,GPO,18.5233933,73.8762864
3827,Collector Kacheri,18.52432,73.8720209
3828,Pune Station,18.5283836,73.8742374
3829,Ruby Hall,18.5331379,73.8781189
3830,Guruprasad Bungalow,18.5388696,73.882282
3831,Yerawada,18.5447443,73.8825703
3832,Shadawal Baba Darga,18.5442732,73.8778648
3833,UP Hotel,18.5467559,73.8740392
3834,Deccan College,18.548571,73.8712301
3835,Holkar water works,18.5530806,73.8641929
3836,Methodist Church,18.5578793,73.8562396
3837,Factory Road,18.5629667,73.8521067
3838,Excelsior Talkies,18.5652354,73.8499447
3839,Alegaonkar Shala,18.5689946,73.8433707
3840,Manajibaug,18.5699557,73.8413624
3841,Bopodi,18.5716456,73.8377594
3842,Chhajed Petrol Pump,18.5729316,73.8345556
3843,Buddha Vihar Dapodi,18.574442,73.8325206
3844,Shivaji Putala Dapodi,18.5790756,73.8295595
3845,Dapodi Mantri Niketan,18.5800798,73.8301342
3846,Shitaladevi Chowk Pimplegurav,18.5821208,73.8297607
3847,Raviraj Hotel,18.5832781,73.8242571
3848,Ramkrushna Mangal Karyalay,18.585547,73.8219016
3849,Pooja Hospital,18.5897483,73.8195683
3850,Suvarnpark,18.5911492,73.8195445
3851,Pimple Gurav,18.5932056,73.818668
3852,Srushti Chowk,18.596784,73.8171869
3853,Kalpataru Society Pimplegurav,18.6021074,73.8172306
3854,Nashik Phata Pul,18.6071939,73.8222148
3855,CIRT,18.6143115,73.8245434
3856,Bhosari Police Station,18.6183434,73.8272061
3857,MIDC Bhosari,18.6210227,73.8311167
3858,Philips,18.6207178,73.8366003
3859,Landewadi,18.6198945,73.8407303
3860,Shitalbaug,18.6183033,73.84299
3861,Century Enka Colony,18.6170904,73.8441474
3862,Atlas Company,18.6186581,73.8499565
3863,Bhosari,18.6223024,73.8510708
3864,Pimple Gurav,18.5930167,73.8189133
3865,Suvarnpark,18.5912,73.819575
3866,Pooja Hospital,18.589785,73.8196367
3867,Ramkrushna Mangal Karyalay,18.5854653,73.8220311
3868,Raviraj Hotel,18.5832654,73.8243044
3869,Shitaladevi Chowk Pimplegurav,18.5822784,73.8294203
3870,Dapodi Mantri Niketan,18.5789967,73.8294067
3871,Buddha Vihar Dapodi,18.5744928,73.8325165
3872,Chhajed Petrol Pump,18.5729442,73.8345354
3873,Bopodi,18.57223,73.8371317
3874,Manajibaug,18.569827,73.8418319
3875,Alegaonkar Shala,18.5680232,73.8454535
3876,Khadki Bazar,18.5663415,73.8484975
3877,Excelsior Talkies,18.5648567,73.8504703
3878,Factory Road,18.5625089,73.8523795
3879,Methodist Church,18.5586283,73.8545683
3880,Holkar water works,18.5552425,73.8618622
3881,Deccan College,18.5488927,73.8709352
3882,UP Hotel,18.546201,73.8752388
3883,Shadawal Baba Darga,18.544246,73.8781475
3884,Yerawada,18.5450249,73.8848329
3885,Bundgarden,18.5418669,73.8853509
3886,Guruprasad Bungalow,18.537288,73.8813903
3887,Jehangir Hospital,18.531045,73.8759733
3888,Alankar Talkies,18.52906,73.8760933
3889,Income Tax Office,18.5262167,73.876567
3890,GPO,18.5234187,73.8763942
3891,Westend,18.5187939,73.8782621
3892,Bombay Garage,18.5131176,73.8800102
3893,Juna Pul Gate,18.507687,73.8794004
3894,Mahatma Gandhi Stand,18.5068419,73.8800806
3895,Racecourse,18.5064552,73.8902438
3896,Bhairoba Nala Police Chowky,18.5068981,73.8969624
3897,Fatimanagar,18.5066121,73.8999752
3898,Kalubai Mandir Ramtekdi,18.5065924,73.9061847
3899,Ramtekdi,18.5063334,73.9129465
3900,Vaiduwadi,18.5043297,73.9208504
3901,Gurushankar Math,18.503439,73.9241982
3902,Magarpatta Dawakhana,18.5027077,73.926853
3903,Hadapsargaon,18.5016894,73.9331781
3904,Hadapsar Gadital,18.5009556,73.9390564
3905,Agrawal Colony,18.500057,73.9448225
3906,Akashwani,18.4998157,73.9463817
3907,15 Number,18.4992014,73.9509147
3908,Lakshmi Colony,18.4984006,73.9569593
3909,Manjari Farm,18.49688,73.96771
3910,Shewalwadi,18.4964045,73.970067
3911,Manjari Farm,18.49667,73.967805
3912,Lakshmi Colony,18.4982505,73.9569425
3913,15 Number,18.499073,73.9508785
3914,Akashwani,18.4995283,73.94809
3915,Agrawal Colony,18.500075,73.9436183
3916,Hadapsar Gadital,18.50002,73.9395417
3917,Hadapsargaon,18.501575,73.9307483
3918,Magarpatta Dawakhana,18.5025754,73.9267806
3919,Gurushankar Math,18.5031758,73.924474
3920,Vaiduwadi,18.5045133,73.9194883
3921,Ramtekdi,18.5062406,73.9129519
3922,Kalubai Mandir Ramtekdi,18.506445,73.906565
3923,Fatimanagar,18.5065333,73.899994
3924,Bhairoba Nala Police Chowky,18.5067201,73.8969316
3925,Racecourse,18.5063636,73.8902136
3926,Mahatma Gandhi Stand,18.5060067,73.8822583
3927,Juna Pul Gate,18.5077073,73.879332
3928,Bombay Garage,18.5131284,73.8800505
3929,GPO,18.5233984,73.8762601
3930,Collector Kacheri,18.5243258,73.8720459
3931,Pune Station,18.5281544,73.8747086
3932,Guruprasad Bungalow,18.5373408,73.8812776
3933,Bundgarden,18.5412083,73.8839317
3934,Yerawada,18.5447152,73.8825315
3935,Shadawal Baba Darga,18.5441837,73.878067
3936,UP Hotel,18.5467616,73.8740687
3937,Deccan College,18.5488063,73.8708662
3938,Holkar water works,18.5552082,73.8617817
3939,Methodist Church,18.5589822,73.8541224
3940,Factory Road,18.56447,73.8508767
3941,Excelsior Talkies,18.5656983,73.849355
3942,Khadki Bazar,18.566318,73.84847
3943,Alegaonkar Shala,18.567521,73.8463788
3944,Manajibaug,18.5696814,73.8419204
3945,Bopodi,18.5715491,73.8379816
3946,Chhajed Petrol Pump,18.5729733,73.8346283
3947,Buddha Vihar Dapodi,18.5745029,73.8324971
3948,Shitaladevi Chowk Pimplegurav,18.58215,73.8297217
3949,Raviraj Hotel,18.5833993,73.8241979
3950,Ramkrushna Mangal Karyalay,18.5855006,73.8219807
3951,Pooja Hospital,18.5894733,73.8197033
3952,Suvarnpark,18.5911791,73.8195854
3953,Pimple Gurav,18.5931166,73.8190301
3954,Bhakti Shakti,18.665423,73.772236
3955,Krushna Mandir,18.663446,73.773678
3956,Nigdi,18.659736,73.777132
3957,Tilak Chowk,18.659537,73.777878
3958,LIC Corner,18.661925,73.781004
3959,Annapurna,18.662681,73.783607
3960,Yamunanagar,18.663982,73.787114
3961,Ajanthanagar,18.662519,73.790054
3962,Thermax Company Chowk,18.660446,73.793541
3963,Kamalnayan Bajaj School,18.659317,73.796196
3964,Bird Valley,18.6571,73.799301
3965,HDFC Bank,18.65464,73.803403
3966,KSB Chowk,18.650335,73.809879
3967,Telco Company,18.64481,73.818215
3968,Yashwantnagar Telco Road,18.641,73.822628
3969,Gavli Matha,18.637073,73.826009
3970,Ganeshnagar Telco Road,18.634328,73.828278
3971,Power House Indrayninagar,18.632605,73.830251
3972,Indrayaninagar Corner,18.629477,73.832726
3973,Century Enka Company,18.62733,73.834818
3974,Electronic Sadan,18.622951,73.838535
3975,Landewadi,18.620724,73.8440893
3976,Shitalbaug,18.617318,73.843903
3977,Century Enka Colony,18.615904,73.847388
3978,Atlas Company,18.618639,73.849915
3979,Bhosari,18.623259,73.851417
3980,Maharashtra Chowk,18.624179,73.856257
3981,Shastri Chowk,18.624535,73.858831
3982,Durvankarnagar,18.625771,73.862036
3983,Banacha Odha,18.627432,73.865198
3984,Gajanan Maharaj Mandir Alandi Road,18.632102,73.872929
3985,Magzine,18.63351,73.874876
3986,Telco Godown,18.627534,73.87457
3987,Dattanagar Alandi Road,18.622537,73.874123
3988,Parandenagar,18.617844,73.874094
3989,Dighi,18.612773,73.872958
3990,AIT College,18.6071,73.87343
3991,Wireless Colony,18.599792,73.873165
3992,Ganesh Nagar Alandi Road,18.597641,73.873345
3993,Parade Ground,18.591016,73.87442
3994,Mhaskevasti,18.585738,73.875292
3995,Pathan Baba Darga,18.582507,73.875142
3996,Kalas,18.579819,73.876346
3997,RD Colony,18.576766,73.876625
3998,Vishrantwadi,18.57274,73.879094
3999,Kasturba Gandhi General Hospital,18.573189,73.882037
4000,Renuka Bungalow,18.573396,73.884583
4001,Gandhi Acid Company,18.573801,73.888143
4002,Tingarenagar,18.574257,73.891411
4003,Kekan Gas,18.57476,73.895605
4004,509,18.57458,73.899595
4005,Sanjay Park,18.572394,73.899765
4006,Guardroom,18.568319,73.897202
4007,Nagpur Chawl,18.563305,73.893176
4008,Yerawada Post Office,18.559866,73.891774
4009,Vikrikar Karyalay,18.554261,73.89009
4010,Netaji Highschool,18.5520172,73.8894884
4011,Shastrinagar Nagar Road,18.552209,73.895508
4012,Chandannagar,18.563342,73.932965
4013,Kharadi Bypass,18.5624035,73.937675
4014,Patharevasti,18.5587311,73.9382629
4015,Rakshaknagar Phase 1,18.558817,73.938356
4016,Bitevasti,18.545228,73.935915
4017,Sainathnagar,18.538716,73.934461
4018,Mundhwa Gaon,18.532468,73.932892
4019,Kirtanebaug,18.523369,73.932291
4020,Bapusaheb Magarvasti,18.518102,73.932806
4021,Mega City,18.514119,73.932554
4022,Magarpatta Ma Na Pa Shala,18.512158,73.932533
4023,Tilekarvasti,18.507554,73.929196
4024,Noble Hospital,18.505099,73.927754
4025,Magarpatta Dawakhana,18.502579,73.927758
4026,Hadapsargaon,18.501774,73.933137
4027,Hadapsar Gadital,18.500881,73.938931
4028,Agrawal Colony,18.50004,73.94444
4029,Akashwani,18.499649,73.9481
4030,15 Number,18.499017,73.951774
4031,Laxmi Colony,18.4984,73.957107
4032,Shewalwadi Market,18.499444,73.963204
4033,Manjari Farm,18.496678,73.967656
4034,Shewalwadi,18.496653,73.969951
4035,Manjari Farm,18.496726,73.967641
4036,Shewalwadi Market,18.497652,73.961262
4037,15 Number,18.499018,73.951441
4038,Akashwani,18.499505,73.947994
4039,Agrawal Colony,18.500043,73.943986
4040,Hadapsar Gadital,18.50023,73.938658
4041,Hadapsargaon,18.50153,73.930777
4042,Magarpatta Dawakhana,18.502609,73.926629
4043,Tilekarvasti,18.508668,73.929936
4044,Magarpatta Ma Na Pa Shala,18.512321,73.93235
4045,Mega City,18.514142,73.932397
4046,Bapusaheb Magarvasti,18.518525,73.932589
4047,Kirtanebaug,18.523127,73.932197
4048,Mundhwa Gaon,18.532515,73.932805
4049,Sainathnagar,18.539077,73.934285
4050,Bitevasti,18.54507,73.93562
4051,Rakshaknagar Phase 1,18.558726,73.938132
4052,Vikrikar Karyalay,18.554505,73.889996
4053,Yerawada Post Office,18.559306,73.891414
4054,Nagpur Chawl,18.564038,73.893448
4055,Guardroom,18.568585,73.897294
4056,Sanjay Park,18.572189,73.899458
4057,509,18.574521,73.899507
4058,Kekan Gas,18.574638,73.895561
4059,Gandhi Acid Company,18.57388908,73.88830295
4060,Renuka Bungalow,18.573509,73.884586
4061,Kasturba Gandhi General Hospital,18.573011,73.881662
4062,Vishrantwadi,18.572757,73.8791
4063,RD Colony,18.57713,73.876413
4064,Kalas,18.579815,73.87626
4065,Pathan Baba Darga,18.582966,73.875031
4066,Mhaskevasti,18.586571,73.87518
4067,Parade Ground,18.591026,73.874205
4068,Wireless Colony,18.599787,73.87306
4069,AIT College,18.606663,73.873347
4070,Dighi,18.613673,73.87285
4071,Parandenagar,18.61778,73.874044
4072,Dattanagar Alandi Road,18.622081,73.874074
4073,Telco Godown,18.627229,73.874415
4074,Magzine,18.633258,73.87479
4075,Gajanan Maharaj Mandir Alandi Road,18.631922,73.872697
4076,Banacha Odha,18.627407,73.865359
4077,Durvankarnagar,18.625669,73.861796
4078,Shastri Chowk,18.624524,73.858787
4079,Maharashtra Chowk,18.624276,73.85691
4080,Bhosari,18.622214,73.851357
4081,Gavhanevasti Bhosari,18.620465,73.849228
4082,Agnishamak Kendra Landewadi,18.620321,73.846448
4083,Landewadi,18.6206654,73.840835
4084,Electronic Sadan,18.623019,73.838574
4085,Century Enka Company,18.626833,73.835111
4086,Power House Indrayninagar,18.631961,73.830404
4087,Ganeshnagar Telco Road,18.634334,73.828543
4088,Gavli Matha,18.637065,73.825797
4089,Yashwantnagar Telco Road,18.641341,73.821891
4090,Telco Company,18.644154,73.818869
4091,KSB Chowk,18.650748,73.80877
4092,HDFC Bank,18.65455,73.803215
4093,Bird Valley,18.657321,73.799538
4094,Kamalnayan Bajaj School,18.658834,73.796619
4095,Thermax Company Chowk,18.660822,73.793508
4096,Ajanthanagar,18.662623,73.789685
4097,Yamunanagar,18.664069,73.787084
4098,LIC Corner,18.661823,73.781192
4099,Tilak Chowk,18.659436,73.777836
4100,Nigdi,18.660643,73.775812
4101,Bhakti Shakti,18.664863,73.77178
4102,Pimpri,18.62691,73.805406
4103,Kharalwadi,18.623384,73.807896
4104,HA,18.620791,73.810084
4105,Indian Card,18.615937,73.814825
4106,Vallabhnagar,18.613111,73.817296
4107,Nashik Phata,18.608172,73.821505
4108,Kasarwadi,18.604412,73.824906
4109,Marshal,18.601342,73.826247
4110,Sandvik,18.594308,73.829912
4111,Phugewadi,18.587385,73.833602
4112,Dapodi,18.581448,73.834119
4113,Bopodi,18.571615,73.837902
4114,Manajibaug,18.569828,73.841737
4115,Alegaonkar Shala,18.567893,73.845608
4116,Khadki Bazar,18.56669,73.848951
4117,Power House Khadki,18.56457,73.850776
4118,Trikoni Baug,18.56416,73.853558
4119,Vehicle Depo,18.563532,73.856534
4120,Ammunition Stores,18.567599,73.856329
4121,Ammunition Factory,18.5694555,73.856676
4122,Arsenal Factory Gate,18.573341,73.858408
4123,Ordinance Club,18.571651,73.862927
4124,Mula House,18.571047,73.866983
4125,Mhasoba Mandir,18.569252,73.8669
4126,Police Line Phulenagar,18.569155,73.869979
4127,Shantinagar,18.568536,73.875814
4128,Mental Corner,18.567363,73.878594
4129,Sathe Biscuit,18.57048,73.878897
4130,Sathe Biscuit,18.570485,73.878916
4131,Mental Corner,18.567141,73.878855
4132,Shantinagar,18.568624,73.875692
4133,Police Line Phulenagar,18.569266,73.86954
4134,Mhasoba Mandir,18.569268,73.866895
4135,Mula House,18.573052,73.86694
4136,Ordinance Club,18.571682,73.862958
4137,Arsenal Factory Gate,18.57323337,73.858448
4138,Ammunition Factory Gate,18.569696,73.856809
4139,Ammunition Stores,18.56788,73.8565
4140,Vehicle Depo,18.565508,73.85483
4141,Trikoni Baug,18.564279,73.853764
4142,Power House Khadki,18.56855,73.845334
4143,Khadki Bazar,18.566474,73.84844
4144,Alegaonkar Shala,18.568147,73.845291
4145,Manajibaug,18.569856,73.841761
4146,Bopodi,18.571394,73.838154
4147,Phugewadi,18.587507,73.832536
4148,Sandvik,18.595338,73.828985
4149,Alfa Laval Company,18.598353,73.827698
4150,Marshal,18.601114,73.826897
4151,Kasarwadi,18.604249,73.824399
4152,Nashik Phata,18.607926,73.821157
4153,Vallabhnagar,18.615111,73.814916
4154,Indian Card,18.616598,73.813633
4155,HA,18.620768,73.81072
4156,Kharalwadi,18.623265,73.808003
4157,Kesnand Phata,18.58076,73.987652
4158,Wagholi,18.57855,73.98067
4159,Satav Highschool,18.58064,73.978992
4160,Panmala Wagholi,18.579244,73.974147
4161,Soyrik Mangal Karyalay,18.577086,73.968486
4162,Talera Godown,18.576077,73.963982
4163,Sai Satyam Society,18.574233,73.959068
4164,Khandvenagar,18.572062,73.955205
4165,Aaple Ghar,18.567483,73.948111
4166,Janakbaba Darga,18.565467,73.94408
4167,Kharadi Bypass,18.5624516667,73.9377316667
4168,Chandannagar,18.56327,73.9329866667
4169,Power House Rastapeth,18.518646,73.868449
4170,Nana Peth,18.514827,73.868713
4171,AD Camp Chowk,18.512571,73.868829
4172,Ramoshi Gate,18.509331,73.868327
4173,Sonawne Hospital,18.505767,73.868594
4174,ST Vibhagiya Karyalay,18.50103,73.86812
4175,Ghorpade Peth,18.500768,73.864075
4176,Swargate Depo,18.500108,73.86118
4177,Natraj Stand,18.5008033,73.85722
4178,Parvati Payatha,18.49918,73.852362
4179,Dandekar Pul,18.501145,73.846516
4180,Panmala,18.500513,73.844788
4181,Parvati Jalshuddhikaran Kendra,18.497932,73.840957
4182,Ganeshmala,18.495547,73.837802
4183,PL Deshpande Udyan,18.493834,73.836006
4184,Jakat Naka Vitthalwadi,18.490705,73.832867
4185,Jaidevnagar,18.488766,73.830231
4186,Rajaram Pul,18.487321,73.828872
4187,Vitthalwadi Sinhagad Road,18.483756,73.827752
4188,Hingane,18.480242,73.825336
4189,Anandnagar Sinhagad Road,18.477646,73.823708
4190,Ganesh Park,18.475765,73.822838
4191,Manikbaug,18.473245,73.82165
4192,Indian Hume Pipe,18.470329,73.820517
4193,Fun Time,18.469005,73.819846
4194,Vadgaon Bk Phata,18.467121,73.818242
4195,Patil Colony,18.46313,73.815072
4196,Dhayari Phata,18.460649,73.812741
4197,Gaarmal,18.45744,73.811808
4198,Raikarvasti,18.453936,73.811613
4199,Poultry Farm Dhayari,18.451875,73.811233
4200,Ganeshnagar,18.450525,73.811049
4201,Dhayarigaon,18.447547,73.810356
4202,Sai Puram Chowk,18.446736,73.814666
4203,Benkar Vasti,18.443917,73.815741
4204,Dhayareshwar Mandir,18.442297,73.812738
4205,Dhayari Maruti Mandir,18.442561,73.809882
4206,Dhayareshwar mandir,18.44243,73.812587
4207,Benkar vasti,18.443125,73.8158
4208,Sai Puram Chowk,18.446704,73.814531
4209,Dhayari gaon,18.447788,73.810327
4210,Ganeshnagar,18.450584,73.810979
4211,Poultry Farm Dhayari,18.452106,73.811185
4212,Raikarvasti,18.45435,73.811604
4213,Gaarmal,18.457268,73.811732
4214,Dhayari Phata,18.461356,73.813114
4215,Patil Colony,18.464359,73.815494
4216,Vadgaon Bk Phata,18.466666,73.817439
4217,Fun Time,18.468676,73.819436
4218,Indian Hume Pipe,18.470432,73.82037
4219,Manik baug,18.47167,73.820864
4220,Ganesh Park,18.475343,73.822512
4221,Hingane,18.481473,73.825964
4222,Vitthalwadi Sinhagad Road,18.484913,73.827857
4223,Rajaram Pul,18.487124,73.828529
4224,Jaidevnagar,18.48944,73.830992
4225,Jakat Naka Vitthalwadi,18.491231,73.833099
4226,PL Deshpande Udyan,18.492907,73.834762
4227,Ganesh Mala,18.495082,73.837032
4228,Parvati Jalshuddhikaran Kendra,18.498464,73.841433
4229,Panmala,18.500046,73.843882
4230,Dandekar Pul,18.501333,73.847038
4231,Parvati payatha,18.499466,73.852656
4232,Sarasbug,18.503142,73.853688
4233,Swargate Depo,18.500318,73.861394
4234,Ghorpade Peth,18.500038,73.86487
4235,ST Vibhagiya Karyalay,18.500554,73.866452
4236,Sonawne Hospital,18.505712,73.868416
4237,Ramoshi Gate,18.511087,73.868358
4238,AD Camp Chowk,18.512562,73.868686
4239,Nana Peth,18.514914,73.868597
4240,Power House Rastapeth,18.518794,73.86831
4241,KEM Hospital,18.5201851,73.8676283
4242,Janakbaba Darga,18.5655283333,73.9439233333
4243,Aaple Ghar,18.567656,73.947832
4244,Khandvenagar,18.572087,73.954916
4245,Sai Satyam Society,18.574864,73.960232
4246,Talera Godown,18.576234,73.964218
4247,Soyrik Mangal Karyalay,18.577125,73.968456
4248,Panmala Wagholi,18.579638,73.9749
4249,Satav Highschool,18.580807,73.979245
4250,Wagholi,18.580635,73.982403
4251,Kesnand Phata,18.581185,73.987277
4252,Alandi,18.6747685,73.8972139
4253,ST Stand Alandi,18.67323,73.8930967
4254,Dehu Phata,18.6713881,73.8918537
4255,Kalewadi Pump,18.668177,73.8904024
4256,Charholi Phata,18.66149,73.8866717
4257,Chovisawadi,18.6562617,73.885235
4258,Vadmukhwadi,18.6541667,73.8841917
4259,Gokhalemala,18.6468766,73.8807299
4260,Sai Mandir,18.6407233,73.8770233
4261,Moze Vidyalay Alandi Road,18.6382798,73.8750549
4262,Magzine,18.6332054,73.8748837
4263,Telco Godown,18.6281104,73.8745832
4264,Dattanagar Alandi Road,18.6209164,73.8740997
4265,Parandenagar,18.6178033,73.8741067
4266,Dighi,18.612925,73.872975
4267,AIT College,18.6068133,73.87342
4268,Wireless Colony,18.599821,73.8731252
4269,Parade Ground,18.5908036,73.8744613
4270,Mhaskevasti,18.5860632,73.8753321
4271,Pathan Baba Darga,18.5827272,73.8751372
4272,Kalas,18.5800325,73.8763505
4273,RD Colony,18.5764577,73.8766159
4274,Vishrantwadi,18.5727624,73.8790404
4275,Kasturba Gandhi General Hospital,18.5737203,73.8869107
4276,Renuka Bungalow,18.573865,73.88792
4277,Gandhi Acid Company,18.5739365,73.8889923
4278,Kekan Gas,18.5748466,73.8956504
4279,509,18.5750774,73.8994348
4280,Sanjay Park,18.5726008,73.8998359
4281,Ten - Twenty,18.571385,73.898975
4282,Gaurdroom,18.56602,73.8952617
4283,Nagpur Chawl,18.56342,73.8932683
4284,Yerawada Post Office,18.5597099,73.8916941
4285,Vikrikar Karyalay,18.554285,73.8901467
4286,Netaji Highschool,18.5520584,73.8896019
4287,Neeta Park,18.548473,73.8891152
4288,Yerawada,18.5453542,73.8871237
4289,Bundgarden,18.5405117,73.8834633
4290,Jehangir Hospital,18.5301338,73.8758385
4291,Alankar Talkies,18.5288267,73.87617
4292,Income Tax Office,18.5257917,73.8766383
4293,GPO,18.52351,73.8754817
4294,Sasoon Hospital,18.5260633,73.8723183
4295,Pune Station,18.526775,73.872805
4296,Pune Station,18.52818,73.8732033
4297,Ruby Hall,18.5330633,73.8779767
4298,Guruprasad Bungalow,18.5381833,73.88183
4299,Bundgarden,18.5404733,73.8832783
4300,Yerawada,18.5454493,73.8864941
4301,Neeta Park,18.54841,73.88893
4302,Netaji Highschool,18.5518908,73.8894638
4303,Vikrikar Karyalay,18.5545081,73.8900574
4304,Yerawada Post Office,18.5598467,73.89157
4305,Nagpur Chawl,18.5640567,73.8935067
4306,Gaurdroom,18.565645,73.8947867
4307,Ten - Twenty,18.5686967,73.897365
4308,Sanjay Park,18.5725562,73.8997481
4309,509,18.5750964,73.8993741
4310,Gandhi Acid Company,18.5743283,73.8928483
4311,Kasturba Gandhi General Hospital,18.5736313,73.8868866
4312,Vishrantwadi,18.57397,73.877305
4313,RD Colony,18.5779729,73.8763986
4314,Kalas,18.5799049,73.8762623
4315,Mhaskevasti,18.5864583,73.875215
4316,Wireless Colony,18.5996999,73.8730855
4317,AIT College,18.606644,73.8733456
4318,Dighi,18.6136233,73.87286
4319,Parandenagar,18.6179086,73.8740662
4320,Dattanagar Alandi Road,18.6220517,73.87409
4321,Telco Godown,18.6293713,73.8746519
4322,Magzine,18.6340681,73.8748637
4323,Moze Vidyalay Alandi Road,18.6378984,73.8747816
4324,Sai Mandir,18.6407713,73.877028
4325,Nirma Company,18.6461568,73.8805192
4326,Gokhalemala,18.6503185,73.8818716
4327,Vadmukhwadi,18.6542017,73.8841767
4328,Chovisawadi,18.6571521,73.8856513
4329,Charholi Phata,18.6615513,73.8866349
4330,Katevasti,18.6665774,73.8892255
4331,Kalewadi Pump,18.6680933,73.8902773
4332,Dehu Phata,18.6709733,73.8916217
4333,ST Stand Alandi,18.6732301,73.8930414
4334,Alandi,18.674585,73.8971533
4335,Vishrantwadi,18.57413,73.877521
4336,Mental Hospital,18.566422,73.878674
4337,Phulenagar,18.559759,73.876389
4338,Homegaurd,18.55611,73.875129
4339,Ambedkar Society,18.552942,73.873693
4340,Ahilya Society,18.552769,73.878503
4341,Doodh Kendra,18.552549,73.878336
4342,Bidi Kamgar Vasahat Yerawada,18.553338,73.88264
4343,Netaji Highschool,18.552192,73.889671
4344,Neeta Park,18.54735,73.888953
4345,Yerawada,18.5455261,73.886692
4346,GPO,18.523471,73.875482
4347,Yerawada,18.545397,73.886291
4348,Neeta Park,18.548198,73.889053
4349,Netaji Highschool,18.552105,73.889451
4350,Bidi Kamgar Vasahat Yerawada,18.553243,73.882531
4351,Ahilya Society,18.552314,73.875744
4352,Ambedkar Society,18.552923,73.873696
4353,Phulenagar,18.559774,73.876408
4354,Mental Hospital,18.56643,73.878681
4355,Vishrantwadi,18.574196,73.877311
4356,Lohgaon,18.59585,73.92469
4357,Panyachi Taki Dhanori,18.597495,73.917985
4358,Sathenagar,18.5973667,73.91495
4359,Torana Garden,18.5970433,73.9089517
4360,Kamalpark Society,18.5969267,73.9079167
4361,Jakat Naka Dhanori,18.5971,73.9066417
4362,Kamalpark Society,18.5974583,73.9041517
4363,Madhavnagar,18.5972814,73.9010173
4364,Dhanorigaon,18.5967518,73.8971927
4365,Dhanori Shala,18.5954617,73.8946483
4366,Gurudev Dattanagar,18.5934817,73.8923933
4367,Gokulnagar Dhanori Road,18.5918467,73.890475
4368,Bhairavnagar Dhanori Road,18.5876162,73.8869789
4369,Dagadikhan,18.5807819,73.8819877
4370,Vishrantwadi,18.573845,73.8791567
4371,Sathe Biscuit,18.5706783,73.87902
4372,Shantinagar,18.5670921,73.8795351
4373,Mental Corner,18.5653767,73.8778833
4374,Bungalow Number 116,18.5651189,73.8789453
4375,Mental Hospital,18.5645769,73.8822397
4376,Yerawada Press,18.5638321,73.8854395
4377,Yerawada Jail,18.56212,73.8889367
4378,Yerawada Post Office,18.5595572,73.8916431
4379,Netaji Highschool,18.552166,73.8896216
4380,Neeta Park,18.5455621,73.8880558
4381,Yerawada,18.5450117,73.8853917
